"cutoff","target","tissue","phenotype","module","module_size","gene","correlation"
"8","APP","DLPFC","AD","SCAF4",40,"DAGLB",0.356
"8","APP","DLPFC","AD","SCAF4",40,"TRAF6",0.356
"8","APP","DLPFC","AD","SCAF4",40,"CCNF",0.356
"8","APP","DLPFC","AD","SCAF4",40,"PANK4",0.356
"8","APP","DLPFC","AD","SCAF4",40,"ZNF574",0.355
"8","APP","DLPFC","AD","SCAF4",10,"HNRNPL",0.355
"8","APP","DLPFC","AD","SCAF4",10,"FOXK2",0.355
"8","APP","DLPFC","AD","SCAF4",10,"KHDRBS3",0.354
"8","APP","DLPFC","AD","SCAF4",10,"TENT4A",0.354
"8","APP","DLPFC","AD","SCAF4",10,"RTN4RL1",0.354
"8","APP","DLPFC","AD","SCAF4",10,"MCU",0.354
"8","APP","DLPFC","AD","SCAF4",10,"FGD1",0.353
"8","APP","DLPFC","AD","SCAF4",10,"ITGA3",0.352
"8","APP","DLPFC","AD","SCAF4",10,"ZMYND19",0.352
"8","APP","DLPFC","AD","SCAF4",10,"CCSAP",0.351
"8","APP","DLPFC","AD","SCAF4",30,"ZMAT4",0.351
"8","APP","DLPFC","AD","SCAF4",30,"SIAH2",0.351
"8","APP","DLPFC","AD","SCAF4",30,"UBALD1",0.35
"8","APP","DLPFC","AD","SCAF4",30,"CRACDL",0.35
"8","APP","DLPFC","AD","SCAF4",30,"PHF13",0.35
"8","APP","DLPFC","AD","SCAF4",30,"NEDD4L",0.349
"8","APP","DLPFC","AD","SCAF4",30,"SYNGAP1",0.348
"8","APP","DLPFC","AD","SCAF4",30,"GNAS",0.348
"8","APP","DLPFC","AD","SCAF4",30,"SLC25A25",0.347
"8","APP","DLPFC","AD","SCAF4",30,"UNC45A",0.346
"8","APP","DLPFC","AD","SCAF4",30,"ZFYVE28",0.346
"8","APP","DLPFC","AD","SCAF4",30,"ARID1B",0.344
"8","APP","DLPFC","AD","SCAF4",30,"EIF2B5",0.344
"8","APP","DLPFC","AD","SCAF4",30,"NIM1K",0.344
"8","APP","DLPFC","AD","SCAF4",30,"FRMD5",0.343
"8","APP","DLPFC","AD","SCAF4",30,"MBTPS1",0.343
"8","APP","DLPFC","AD","SCAF4",30,"PPFIA4",0.342
"8","APP","DLPFC","AD","SCAF4",30,"YY1AP1",0.34
"8","APP","DLPFC","AD","SCAF4",30,"EFNA5",0.339
"8","APP","DLPFC","AD","SCAF4",30,"ZFHX2",0.338
"8","APP","DLPFC","AD","SCAF4",30,"TXLNG",0.338
"8","APP","DLPFC","AD","SCAF4",30,"EPM2AIP1",0.336
"8","APP","DLPFC","AD","SCAF4",30,"B4GALNT1",0.334
"8","APP","DLPFC","AD","SCAF4",30,"TENM2",0.334
"8","APP","DLPFC","AD","SCAF4",30,"L1CAM",0.334
"8","APP","DLPFC","AD","SCAF4",30,"ACD",0.333
"8","APP","DLPFC","AD","SCAF4",30,"HOOK1",0.333
"8","APP","DLPFC","AD","SCAF4",30,"CUX2",0.331
"8","APP","DLPFC","AD","SCAF4",30,"ZNF304",0.331
"8","APP","DLPFC","AD","SCAF4",30,"UNC13A",0.33
"8","APP","DLPFC","AD","SCAF4",60,"DEDD2",0.329
"8","APP","DLPFC","AD","SCAF4",60,"SRC",0.329
"8","APP","DLPFC","AD","SCAF4",60,"DLGAP4",0.329
"8","APP","DLPFC","AD","SCAF4",60,"ARG2",0.329
"8","APP","DLPFC","AD","SCAF4",60,"FAM222B",0.329
"8","APP","DLPFC","AD","SCAF4",60,"SLC35E4",0.329
"8","APP","DLPFC","AD","SCAF4",60,"LONRF1",0.328
"8","APP","DLPFC","AD","SCAF4",60,"PRRT1",0.328
"8","APP","DLPFC","AD","SCAF4",60,"PRDM2",0.327
"8","APP","DLPFC","AD","SCAF4",60,"GARS1",0.326
"8","APP","DLPFC","AD","RPS10",60,"RPS10",1
"8","APP","DLPFC","AD","RPS10",60,"RPS12",0.654
"8","APP","DLPFC","AD","RPS10",60,"RPS13",0.63
"8","APP","DLPFC","AD","RPS10",60,"RPS27A",0.622
"8","APP","DLPFC","AD","RPS10",60,"RPL11",0.614
"8","APP","DLPFC","AD","RPS10",60,"RPS23",0.588
"8","APP","DLPFC","AD","RPS10",60,"EEF1G",0.583
"8","APP","DLPFC","AD","RPS10",60,"RPL36",0.582
"8","APP","DLPFC","AD","RPS10",60,"RPS15A",0.58
"8","APP","DLPFC","AD","RPS10",60,"C1orf122",0.574
"8","APP","DLPFC","AD","RPS10",60,"RPL23A",0.567
"8","APP","DLPFC","AD","RPS10",60,"RPS21",0.557
"8","APP","DLPFC","AD","RPS10",60,"RPL27A",0.551
"8","APP","DLPFC","AD","RPS10",60,"RPS4X",0.546
"8","APP","DLPFC","AD","RPS10",60,"RPL18A",0.545
"8","APP","DLPFC","AD","RPS10",60,"COPS9",0.545
"8","APP","DLPFC","AD","RPS10",60,"RPL39",0.545
"8","APP","DLPFC","AD","RPS10",60,"RPS27",0.542
"8","APP","DLPFC","AD","RPS10",60,"RPS17",0.539
"8","APP","DLPFC","AD","RPS10",60,"ROMO1",0.539
"8","APP","DLPFC","AD","PLPP5",60,"PLPP5",1
"8","APP","DLPFC","AD","PLPP5",60,"PAPLN",0.68
"8","APP","DLPFC","AD","PLPP5",60,"C3orf70",0.654
"8","APP","DLPFC","AD","PLPP5",60,"ERBB2",0.651
"8","APP","DLPFC","AD","PLPP5",60,"RGS20",0.651
"8","APP","DLPFC","AD","PLPP5",60,"LGI4",0.648
"8","APP","DLPFC","AD","PLPP5",60,"FXYD1",0.639
"8","APP","DLPFC","AD","PLPP5",60,"CIB1",0.637
"8","APP","DLPFC","AD","PLPP5",60,"BMPR1B",0.629
"8","APP","DLPFC","AD","PLPP5",60,"AHCYL1",0.625
"8","APP","DLPFC","AD","PLPP5",60,"AGT",0.625
"8","APP","DLPFC","AD","PLPP5",60,"ITGB4",0.619
"8","APP","DLPFC","AD","PLPP5",60,"PLD2",0.617
"8","APP","DLPFC","AD","PLPP5",60,"EML3",0.613
"8","APP","DLPFC","AD","PLPP5",60,"PMP22",0.612
"8","APP","DLPFC","AD","PLPP5",60,"GPT2",0.61
"8","APP","DLPFC","AD","PLPP5",60,"RAB34",0.61
"8","APP","DLPFC","AD","PLPP5",60,"RIDA",0.605
"8","APP","DLPFC","AD","PLPP5",60,"PITPNC1",0.604
"8","APP","DLPFC","AD","PLPP5",60,"NPAS3",0.604
"8","APP","DLPFC","AD","PLPP5",60,"MTA2",0.601
"8","APP","DLPFC","AD","PLPP5",60,"IRAG1",0.601
"8","APP","DLPFC","AD","PLPP5",60,"SLC44A2",0.601
"8","APP","DLPFC","AD","PLPP5",60,"SLC2A4RG",0.6
"8","APP","DLPFC","AD","PLPP5",60,"RFX4",0.599
"8","APP","DLPFC","AD","PLPP5",60,"PLSCR4",0.599
"8","APP","DLPFC","AD","PLPP5",60,"ECHDC2",0.598
"8","APP","DLPFC","AD","PLPP5",60,"LGALS3",0.598
"8","APP","DLPFC","AD","PLPP5",60,"ECI2",0.596
"8","APP","DLPFC","AD","PLPP5",60,"ALDH1L1",0.595
"8","APP","DLPFC","AD","PLPP5",100,"LIX1",0.591
"8","APP","DLPFC","AD","PLPP5",100,"PTTG1IP",0.59
"8","APP","DLPFC","AD","PLPP5",100,"SEMA4B",0.588
"8","APP","DLPFC","AD","PLPP5",100,"ACKR3",0.588
"8","APP","DLPFC","AD","PLPP5",100,"SLC9A9",0.586
"8","APP","DLPFC","AD","PLPP5",100,"EFEMP2",0.585
"8","APP","DLPFC","AD","PLPP5",100,"IZUMO4",0.585
"8","APP","DLPFC","AD","PLPP5",100,"DPY19L3",0.584
"8","APP","DLPFC","AD","PLPP5",100,"ALDH4A1",0.582
"8","APP","DLPFC","AD","PLPP5",100,"CD81",0.582
"8","APP","DLPFC","AD","PLPP5",100,"GNB2",0.582
"8","APP","DLPFC","AD","PLPP5",100,"MRO",0.582
"8","APP","DLPFC","AD","PLPP5",100,"HSDL2",0.581
"8","APP","DLPFC","AD","PLPP5",100,"TRIP6",0.581
"8","APP","DLPFC","AD","PLPP5",100,"DECR1",0.58
"8","APP","DLPFC","AD","PLPP5",100,"BBOX1",0.58
"8","APP","DLPFC","AD","PLPP5",100,"SOX9",0.579
"8","APP","DLPFC","AD","PLPP5",100,"LEPROT",0.577
"8","APP","DLPFC","AD","PLPP5",100,"IL17RD",0.577
"8","APP","DLPFC","AD","PLPP5",100,"MAOA",0.575
"8","APP","DLPFC","AD","PLPP5",100,"HADHA",0.574
"8","APP","DLPFC","AD","PLPP5",100,"ACOX1",0.574
"8","APP","DLPFC","AD","PLPP5",100,"NPL",0.573
"8","APP","DLPFC","AD","PLPP5",100,"RYR3",0.571
"8","APP","DLPFC","AD","PLPP5",100,"TNFSF13",0.571
"8","APP","DLPFC","AD","PLPP5",100,"IL17D",0.57
"8","APP","DLPFC","AD","PLPP5",100,"CYBRD1",0.568
"8","APP","DLPFC","AD","PLPP5",100,"MGST1",0.568
"8","APP","DLPFC","AD","PLPP5",100,"ACSS3",0.568
"8","APP","DLPFC","AD","PLPP5",100,"RHOBTB3",0.566
"9","APP","DLPFC","AD","PPP2CA",100,"PPP2CA",1
"9","APP","DLPFC","AD","PPP2CA",100,"EPB41L3",0.914
"9","APP","DLPFC","AD","PPP2CA",100,"NPTN",0.907
"9","APP","DLPFC","AD","PPP2CA",100,"SNAP91",0.907
"9","APP","DLPFC","AD","PPP2CA",100,"YWHAG",0.907
"9","APP","DLPFC","AD","PPP2CA",100,"CAP2",0.906
"9","APP","DLPFC","AD","PPP2CA",100,"WDR47",0.9
"9","APP","DLPFC","AD","PPP2CA",100,"SYNJ1",0.899
"9","APP","DLPFC","AD","PPP2CA",100,"PRKCE",0.897
"9","APP","DLPFC","AD","PPP2CA",100,"DNAJC6",0.897
"9","APP","DLPFC","AD","PPP2CA",100,"GUCY1B1",0.896
"9","APP","DLPFC","AD","PPP2CA",100,"HCN1",0.896
"9","APP","DLPFC","AD","PPP2CA",100,"DLGAP1",0.895
"9","APP","DLPFC","AD","PPP2CA",100,"TBC1D9",0.894
"9","APP","DLPFC","AD","PPP2CA",100,"OPCML",0.893
"9","APP","DLPFC","AD","PPP2CA",100,"ATP2B2",0.891
"9","APP","DLPFC","AD","PPP2CA",100,"STXBP1",0.891
"9","APP","DLPFC","AD","PPP2CA",100,"NSF",0.89
"9","APP","DLPFC","AD","PPP2CA",100,"KCNQ5",0.889
"9","APP","DLPFC","AD","PPP2CA",100,"GABRA1",0.889
"9","APP","DLPFC","AD","PPP2CA",100,"SV2A",0.887
"9","APP","DLPFC","AD","PPP2CA",100,"MARK1",0.886
"9","APP","DLPFC","AD","PPP2CA",100,"ATP6V1C1",0.884
"9","APP","DLPFC","AD","PPP2CA",100,"PJA2",0.883
"9","APP","DLPFC","AD","PPP2CA",100,"ATP2A2",0.88
"9","APP","DLPFC","AD","PPP2CA",100,"RASGRF1",0.878
"9","APP","DLPFC","AD","PPP2CA",100,"CNTNAP2",0.878
"9","APP","DLPFC","AD","PPP2CA",100,"PRKACB",0.877
"9","APP","DLPFC","AD","PPP2CA",100,"SNAP25",0.877
"9","APP","DLPFC","AD","PPP2CA",100,"ATL1",0.877
"9","APP","DLPFC","AD","ATP1B1",100,"ATP1B1",1
"9","APP","DLPFC","AD","ATP1B1",100,"MAPK9",0.928
"9","APP","DLPFC","AD","ATP1B1",100,"NDRG4",0.928
"9","APP","DLPFC","AD","ATP1B1",100,"GOT1",0.926
"9","APP","DLPFC","AD","ATP1B1",100,"RCAN2",0.925
"9","APP","DLPFC","AD","ATP1B1",100,"EPB41L3",0.924
"9","APP","DLPFC","AD","ATP1B1",100,"ATP1A3",0.923
"9","APP","DLPFC","AD","ATP1B1",100,"SV2A",0.921
"9","APP","DLPFC","AD","ATP1B1",100,"VSNL1",0.918
"9","APP","DLPFC","AD","ATP1B1",100,"YWHAG",0.916
"9","APP","DLPFC","AD","ATP1B1",100,"SYNJ1",0.915
"9","APP","DLPFC","AD","ATP1B1",100,"NPTN",0.915
"9","APP","DLPFC","AD","ATP1B1",100,"HCN1",0.911
"9","APP","DLPFC","AD","ATP1B1",100,"MDH1",0.909
"9","APP","DLPFC","AD","ATP1B1",100,"SNAP25",0.907
"9","APP","DLPFC","AD","ATP1B1",100,"LRP11",0.906
"9","APP","DLPFC","AD","ATP1B1",100,"INA",0.905
"9","APP","DLPFC","AD","ATP1B1",100,"SNX10",0.903
"9","APP","DLPFC","AD","ATP1B1",100,"NSF",0.902
"9","APP","DLPFC","AD","ATP1B1",100,"TRIM37",0.902
"9","APP","DLPFC","AD","ATP1B1",100,"TBC1D9",0.901
"9","APP","DLPFC","AD","ATP1B1",100,"KCNQ5",0.901
"9","APP","DLPFC","AD","ATP1B1",100,"DNAJC6",0.901
"9","APP","DLPFC","AD","ATP1B1",100,"DCLK1",0.9
"9","APP","DLPFC","AD","ATP1B1",100,"RAB3A",0.9
"9","APP","DLPFC","AD","ATP1B1",100,"CMAS",0.9
"9","APP","DLPFC","AD","ATP1B1",100,"NAPG",0.9
"9","APP","DLPFC","AD","ATP1B1",100,"RASGRF1",0.9
"9","APP","DLPFC","AD","ATP1B1",100,"VDAC1",0.9
"9","APP","DLPFC","AD","ATP1B1",100,"ATP2B2",0.899
"9","APP","DLPFC","AD","ATP1B1",100,"STXBP1",0.898
"9","APP","DLPFC","AD","ATP1B1",100,"KCNC2",0.897
"9","APP","DLPFC","AD","ATP1B1",100,"PRKCE",0.896
"9","APP","DLPFC","AD","ATP1B1",100,"SNAP91",0.896
"9","APP","DLPFC","AD","ATP1B1",100,"OPCML",0.895
"9","APP","DLPFC","AD","ATP1B1",100,"OAT",0.895
"9","APP","DLPFC","AD","ATP1B1",100,"GOT2",0.895
"9","APP","DLPFC","AD","ATP1B1",100,"RTN3",0.894
"9","APP","DLPFC","AD","ATP1B1",100,"HPRT1",0.894
"9","APP","DLPFC","AD","ATP1B1",100,"ADAM23",0.893
"9","APP","DLPFC","AD","SERINC3",10,"SERINC3",1
"9","APP","DLPFC","AD","SERINC3",10,"SLC30A9",0.904
"9","APP","DLPFC","AD","SERINC3",10,"G3BP2",0.895
"9","APP","DLPFC","AD","SERINC3",10,"PAFAH1B1",0.892
"9","APP","DLPFC","AD","SERINC3",10,"PPM1H",0.892
"9","APP","DLPFC","AD","SERINC3",10,"OXCT1",0.892
"9","APP","DLPFC","AD","SERINC3",10,"PJA2",0.881
"9","APP","DLPFC","AD","SERINC3",10,"DNAJC6",0.88
"9","APP","DLPFC","AD","SERINC3",10,"ZNF25",0.876
"9","APP","DLPFC","AD","SERINC3",10,"UBQLN1",0.871
"9","APP","DLPFC","AD","SERINC3",160,"PRKACB",0.869
"9","APP","DLPFC","AD","SERINC3",160,"DOCK3",0.867
"9","APP","DLPFC","AD","SERINC3",160,"DYNC1I1",0.866
"9","APP","DLPFC","AD","SERINC3",160,"OPCML",0.866
"9","APP","DLPFC","AD","SERINC3",160,"TOMM20",0.866
"9","APP","DLPFC","AD","SERINC3",160,"OXR1",0.865
"9","APP","DLPFC","AD","SERINC3",160,"MFSD6",0.864
"9","APP","DLPFC","AD","SERINC3",160,"DPP10",0.864
"9","APP","DLPFC","AD","SERINC3",160,"ACTR2",0.864
"9","APP","DLPFC","AD","SERINC3",160,"ATP9A",0.864
"9","APP","DLPFC","AD","SERINC3",160,"GPRASP2",0.862
"9","APP","DLPFC","AD","SERINC3",160,"ATP6AP2",0.862
"9","APP","DLPFC","AD","SERINC3",160,"NDFIP1",0.861
"9","APP","DLPFC","AD","SERINC3",160,"PCMT1",0.86
"9","APP","DLPFC","AD","SERINC3",160,"ITFG1",0.859
"9","APP","DLPFC","AD","SERINC3",160,"DSTN",0.859
"9","APP","DLPFC","AD","SERINC3",160,"SNAP25",0.858
"9","APP","DLPFC","AD","SERINC3",160,"FAM3C",0.857
"9","APP","DLPFC","AD","SERINC3",160,"MTMR7",0.856
"9","APP","DLPFC","AD","SERINC3",160,"SLC25A46",0.855
"9","APP","DLPFC","AD","SERINC3",160,"OLFM3",0.855
"9","APP","DLPFC","AD","SERINC3",160,"RAB6A",0.855
"9","APP","DLPFC","AD","SERINC3",160,"NSF",0.855
"9","APP","DLPFC","AD","SERINC3",160,"CALM3",0.855
"9","APP","DLPFC","AD","SERINC3",160,"RAB3GAP1",0.854
"9","APP","DLPFC","AD","SERINC3",160,"EIF4G3",0.854
"9","APP","DLPFC","AD","SERINC3",160,"NMNAT2",0.854
"9","APP","DLPFC","AD","SERINC3",160,"UNC80",0.853
"9","APP","DLPFC","AD","SERINC3",160,"RAP1GDS1",0.852
"9","APP","DLPFC","AD","SERINC3",160,"UCHL5",0.852
"9","APP","DLPFC","AD","SERINC3",160,"PPP3CB",0.851
"9","APP","DLPFC","AD","SERINC3",160,"DLGAP1",0.851
"9","APP","DLPFC","AD","SERINC3",160,"GPRASP1",0.85
"9","APP","DLPFC","AD","SERINC3",160,"DNM3",0.849
"9","APP","DLPFC","AD","SERINC3",160,"SUCLA2",0.849
"9","APP","DLPFC","AD","SERINC3",160,"PRKAR1A",0.849
"9","APP","DLPFC","AD","SERINC3",160,"GUCY1B1",0.848
"9","APP","DLPFC","AD","SERINC3",160,"GABARAPL1",0.848
"9","APP","DLPFC","AD","SERINC3",160,"KCNQ5",0.848
"9","APP","DLPFC","AD","SERINC3",160,"TRIM37",0.848
"9","APP","DLPFC","AD","SERINC3",160,"KRT222",0.848
"9","APP","DLPFC","AD","SERINC3",160,"CNTNAP2",0.848
"9","APP","DLPFC","AD","SERINC3",160,"GOT1",0.847
"9","APP","DLPFC","AD","SERINC3",160,"TRAPPC6B",0.847
"9","APP","DLPFC","AD","SERINC3",160,"WDR47",0.847
"9","APP","DLPFC","AD","SERINC3",160,"ATAD1",0.847
"9","APP","DLPFC","AD","SERINC3",160,"SYT4",0.847
"9","APP","DLPFC","AD","SERINC3",160,"ATP6V1C1",0.846
"9","APP","DLPFC","AD","SERINC3",160,"NBEA",0.845
"9","APP","DLPFC","AD","SERINC3",160,"TMEM178B",0.845
"9","APP","DLPFC","AD","SERINC3",160,"NCALD",0.845
"9","APP","DLPFC","AD","SERINC3",160,"PCDHAC2",0.845
"9","APP","DLPFC","AD","SERINC3",160,"YWHAG",0.845
"9","APP","DLPFC","AD","SERINC3",160,"STXBP5L",0.844
"9","APP","DLPFC","AD","SERINC3",160,"HEATR5B",0.844
"9","APP","DLPFC","AD","SERINC3",160,"NELL2",0.844
"9","APP","DLPFC","AD","SERINC3",160,"RCAN2",0.842
"9","APP","DLPFC","AD","SERINC3",160,"PAK1",0.842
"9","APP","DLPFC","AD","SERINC3",160,"CDK14",0.842
"9","APP","DLPFC","AD","SERINC3",160,"EPB41L3",0.841
"9","APP","DLPFC","AD","SERINC3",160,"MAPK9",0.841
"9","APP","DLPFC","AD","SERINC3",160,"ATRN",0.841
"9","APP","DLPFC","AD","SERINC3",160,"ADAM22",0.84
"9","APP","DLPFC","AD","SERINC3",160,"SLC39A10",0.839
"9","APP","DLPFC","AD","SERINC3",160,"PAIP2",0.839
"9","APP","DLPFC","AD","SERINC3",160,"SYNJ1",0.838
"9","APP","DLPFC","AD","SERINC3",160,"FBXO9",0.838
"9","APP","DLPFC","AD","SERINC3",160,"TBC1D9",0.837
"9","APP","DLPFC","AD","SERINC3",160,"REEP5",0.837
"9","APP","DLPFC","AD","SERINC3",160,"MOAP1",0.837
"9","APP","DLPFC","AD","SERINC3",160,"C11orf87",0.837
"9","APP","DLPFC","AD","SERINC3",160,"RASAL2",0.836
"9","APP","DLPFC","AD","SERINC3",160,"ARL1",0.836
"9","APP","DLPFC","AD","SERINC3",160,"ATP2B2",0.836
"9","APP","DLPFC","AD","SERINC3",160,"DYNC1LI1",0.836
"9","APP","DLPFC","AD","SERINC3",160,"CDC42SE2",0.836
"9","APP","DLPFC","AD","SERINC3",160,"HIVEP2",0.836
"9","APP","DLPFC","AD","SERINC3",160,"RAB2A",0.835
"9","APP","DLPFC","AD","SERINC3",160,"GSK3B",0.835
"9","APP","DLPFC","AD","SERINC3",160,"NECAP1",0.835
"9","APP","DLPFC","AD","TPPP",160,"TPPP",1
"9","APP","DLPFC","AD","TPPP",160,"DOCK3",0.827
"9","APP","DLPFC","AD","TPPP",160,"APBA1",0.824
"9","APP","DLPFC","AD","TPPP",160,"FAM131B",0.824
"9","APP","DLPFC","AD","TPPP",160,"EIF4G3",0.817
"9","APP","DLPFC","AD","TPPP",160,"PPM1H",0.813
"9","APP","DLPFC","AD","TPPP",160,"RAPGEF2",0.813
"9","APP","DLPFC","AD","TPPP",160,"CLCN4",0.812
"9","APP","DLPFC","AD","TPPP",160,"DNAJC6",0.812
"9","APP","DLPFC","AD","TPPP",160,"PRKACB",0.805
"9","APP","DLPFC","AD","TPPP",160,"CDS2",0.804
"9","APP","DLPFC","AD","TPPP",160,"FRY",0.803
"9","APP","DLPFC","AD","TPPP",160,"RAB3GAP1",0.798
"9","APP","DLPFC","AD","TPPP",160,"SPIN1",0.794
"9","APP","DLPFC","AD","TPPP",160,"PIK3CB",0.792
"9","APP","DLPFC","AD","TPPP",160,"MFSD6",0.79
"9","APP","DLPFC","AD","TPPP",160,"WDR47",0.789
"9","APP","DLPFC","AD","TPPP",160,"TCP11L1",0.788
"9","APP","DLPFC","AD","TPPP",160,"EPB41L1",0.788
"9","APP","DLPFC","AD","TPPP",160,"SYNJ1",0.784
"9","APP","DLPFC","AD","TPPP",160,"MYO5A",0.784
"9","APP","DLPFC","AD","TPPP",160,"KIF3C",0.783
"9","APP","DLPFC","AD","TPPP",160,"EPB41L3",0.782
"9","APP","DLPFC","AD","TPPP",160,"HLF",0.782
"9","APP","DLPFC","AD","TPPP",160,"LRRC4",0.781
"9","APP","DLPFC","AD","TPPP",160,"PIK3R1",0.78
"9","APP","DLPFC","AD","TPPP",160,"DIRAS2",0.779
"9","APP","DLPFC","AD","TPPP",160,"G3BP2",0.779
"9","APP","DLPFC","AD","TPPP",160,"ATP9A",0.778
"9","APP","DLPFC","AD","TPPP",160,"NCKAP1",0.777
"9","APP","DLPFC","AD","TPPP",160,"MAP2K4",0.776
"9","APP","DLPFC","AD","TPPP",160,"ATP6V1C1",0.775
"9","APP","DLPFC","AD","TPPP",160,"YWHAG",0.775
"9","APP","DLPFC","AD","TPPP",160,"OXR1",0.774
"9","APP","DLPFC","AD","TPPP",160,"SATB1",0.773
"9","APP","DLPFC","AD","TPPP",160,"NPTN",0.772
"9","APP","DLPFC","AD","TPPP",160,"ANK2",0.771
"9","APP","DLPFC","AD","TPPP",160,"PHACTR1",0.771
"9","APP","DLPFC","AD","TPPP",160,"CKAP5",0.77
"9","APP","DLPFC","AD","TPPP",160,"TRIM37",0.77
"9","APP","DLPFC","AD","TPPP",160,"IQSEC1",0.769
"9","APP","DLPFC","AD","TPPP",160,"ITPR1",0.769
"9","APP","DLPFC","AD","TPPP",160,"CNTNAP1",0.768
"9","APP","DLPFC","AD","TPPP",160,"UNC80",0.766
"9","APP","DLPFC","AD","TPPP",160,"BICRAL",0.765
"9","APP","DLPFC","AD","TPPP",160,"PPP3CB",0.765
"9","APP","DLPFC","AD","TPPP",160,"SLITRK5",0.763
"9","APP","DLPFC","AD","TPPP",160,"FAM13B",0.762
"9","APP","DLPFC","AD","TPPP",160,"NSF",0.762
"9","APP","DLPFC","AD","TPPP",160,"DNM3",0.761
"9","APP","DLPFC","AD","ZFPM1",160,"ZFPM1",1
"9","APP","DLPFC","AD","ZFPM1",160,"BCL7C",0.414
"9","APP","DLPFC","AD","ZFPM1",160,"GATAD2A",0.406
"9","APP","DLPFC","AD","ZFPM1",160,"ZNF395",0.402
"9","APP","DLPFC","AD","ZFPM1",160,"ZNFX1",0.398
"9","APP","DLPFC","AD","ZFPM1",160,"C8orf82",0.398
"9","APP","DLPFC","AD","ZFPM1",160,"IL17RC",0.392
"9","APP","DLPFC","AD","ZFPM1",160,"RIN3",0.392
"9","APP","DLPFC","AD","ZFPM1",160,"REXO1",0.39
"9","APP","DLPFC","AD","ZFPM1",160,"SAPCD2",0.389
"9","APP","DLPFC","AD","PTAR1",160,"PTAR1",1
"9","APP","DLPFC","AD","PTAR1",160,"QKI",0.823
"9","APP","DLPFC","AD","PTAR1",160,"EFCAB14",0.802
"9","APP","DLPFC","AD","PTAR1",160,"GOLIM4",0.774
"9","APP","DLPFC","AD","PTAR1",160,"PREX2",0.77
"9","APP","DLPFC","AD","PTAR1",160,"IL6ST",0.769
"9","APP","DLPFC","AD","PTAR1",160,"CPNE3",0.762
"9","APP","DLPFC","AD","PTAR1",160,"NEBL",0.752
"9","APP","DLPFC","AD","PTAR1",160,"YAP1",0.75
"9","APP","DLPFC","AD","PTAR1",160,"GNA13",0.743
"9","APP","DLPFC","AD","YWHAE",160,"YWHAE",1
"9","APP","DLPFC","AD","YWHAE",160,"GDI1",0.53
"9","APP","DLPFC","AD","YWHAE",160,"MTPN",0.521
"9","APP","DLPFC","AD","YWHAE",160,"APLP2",0.517
"9","APP","DLPFC","AD","YWHAE",160,"TMEM30A",0.502
"9","APP","DLPFC","AD","YWHAE",160,"CLIP3",0.495
"9","APP","DLPFC","AD","YWHAE",160,"SHISA7",0.485
"9","APP","DLPFC","AD","YWHAE",160,"EP400",0.482
"9","APP","DLPFC","AD","YWHAE",160,"TSPAN7",0.475
"9","APP","DLPFC","AD","YWHAE",160,"TUBB4A",0.473
"9","APP","DLPFC","AD","YWHAE",50,"GPM6A",0.473
"9","APP","DLPFC","AD","YWHAE",50,"PREPL",0.471
"9","APP","DLPFC","AD","YWHAE",50,"PPFIA2",0.467
"9","APP","DLPFC","AD","YWHAE",50,"PJA2",0.465
"9","APP","DLPFC","AD","YWHAE",50,"PPP2CA",0.465
"9","APP","DLPFC","AD","YWHAE",50,"YWHAZ",0.461
"9","APP","DLPFC","AD","YWHAE",50,"USP11",0.458
"9","APP","DLPFC","AD","YWHAE",50,"ATP8A1",0.453
"9","APP","DLPFC","AD","YWHAE",50,"SS18L1",0.453
"9","APP","DLPFC","AD","YWHAE",50,"ARF1",0.452
"9","APP","DLPFC","AD","ABCD3",50,"ABCD3",1
"9","APP","DLPFC","AD","ABCD3",50,"ADD3",0.787
"9","APP","DLPFC","AD","ABCD3",50,"DAG1",0.778
"9","APP","DLPFC","AD","ABCD3",50,"FGFR3",0.777
"9","APP","DLPFC","AD","ABCD3",50,"PON2",0.772
"9","APP","DLPFC","AD","ABCD3",50,"MLC1",0.766
"9","APP","DLPFC","AD","ABCD3",50,"HEPACAM",0.766
"9","APP","DLPFC","AD","ABCD3",50,"HEPH",0.764
"9","APP","DLPFC","AD","ABCD3",50,"GPM6B",0.764
"9","APP","DLPFC","AD","ABCD3",50,"NTRK2",0.758
"9","APP","DLPFC","AD","ABCD3",50,"NDRG2",0.746
"9","APP","DLPFC","AD","ABCD3",50,"GPR37L1",0.745
"9","APP","DLPFC","AD","ABCD3",50,"APCDD1",0.745
"9","APP","DLPFC","AD","ABCD3",50,"TMBIM6",0.745
"9","APP","DLPFC","AD","ABCD3",50,"QKI",0.742
"9","APP","DLPFC","AD","ABCD3",50,"SNX5",0.74
"9","APP","DLPFC","AD","ABCD3",50,"PLPP3",0.738
"9","APP","DLPFC","AD","ABCD3",50,"SLC4A4",0.737
"9","APP","DLPFC","AD","ABCD3",50,"GLUD1",0.736
"9","APP","DLPFC","AD","ABCD3",50,"GPAM",0.735
"9","APP","DLPFC","AD","NCL",50,"NCL",1
"9","APP","DLPFC","AD","NCL",50,"HTATSF1",0.603
"9","APP","DLPFC","AD","NCL",50,"CSDE1",0.565
"9","APP","DLPFC","AD","NCL",50,"RNF20",0.557
"9","APP","DLPFC","AD","NCL",50,"TCEAL4",0.523
